CustomerID,Freq,SaleAmount,ElapsedDays,Freg_log,SaleAmount_log,ElapsedDays_log,ClusterLabel
12346,1,77183.6,326,0.6931471805599453,11.253955234248428,5.7899601708972535,2
12347,182,4309.999999999997,3,5.209486152841421,8.368925174747133,1.3862943611198906,1
12348,31,1797.24,76,3.4657359027997265,7.494563687769957,4.343805421853684,2
12349,73,1757.55,19,4.30406509320417,7.472244884833674,2.995732273553991,2
12350,17,334.40000000000003,311,2.8903717578961645,5.815323849389109,5.7430031878094825,0
12352,85,2506.040000000001,37,4.454347296253507,7.826858053356099,3.6375861597263857,2
12353,4,89.0,205,1.6094379124341003,4.499809670330265,5.327876168789581,0
12354,58,1079.4,233,4.07753744390572,6.985086621918461,5.455321115357702,2
12355,13,459.4,215,2.6390573296152584,6.132095676847728,5.375278407684165,0
12356,59,2811.4300000000007,23,4.0943445622221,7.941804157314054,3.1780538303479458,2
12357,131,6207.669999999996,34,4.882801922586371,8.733701981297274,3.5553480614894135,1
12358,19,1168.06,2,2.995732273553991,7.063955286074528,1.0986122886681098,3
12359,245,6310.030000000005,58,5.5053315359323625,8.750054175177759,4.07753744390572,1
12360,129,2662.0600000000004,53,4.867534450455582,7.887231116540211,3.9889840465642745,2
12361,10,189.89999999999998,288,2.3978952727983707,5.251749730731702,5.666426688112432,0
12362,266,5226.230000000003,4,5.58724865840025,8.561636780040622,1.6094379124341003,1
12363,23,552.0,110,3.1780538303479458,6.315358001522335,4.709530201312334,0
12364,85,1313.1000000000001,8,4.454347296253507,7.180907299649593,2.1972245773362196,1
12365,22,641.38,292,3.1354942159291497,6.465180028897591,5.680172609017068,0
12367,11,168.9,5,2.4849066497880004,5.135210028677887,1.791759469228055,3
12370,166,3541.939999999998,52,5.117993812416755,8.17271216992106,3.970291913552122,2
12371,63,1887.9600000000003,45,4.1588830833596715,7.543781692052325,3.828641396489095,2
12372,52,1298.0400000000002,72,3.970291913552122,7.169380809114137,4.290459441148391,2
12373,14,364.6,312,2.70805020110221,5.901539839579995,5.746203190540153,0
12374,33,742.93,26,3.5263605246161616,6.6119469443852195,3.295836866004329,3
12375,17,457.5000000000001,11,2.8903717578961645,6.12796029169652,2.4849066497880004,3
12377,77,1628.1199999999997,316,4.356708826689592,7.395795270713971,5.75890177387728,2
12378,219,4008.6200000000013,130,5.393627546352362,8.29645175271804,4.875197323201151,2
12379,40,852.2399999999997,82,3.713572066704308,6.7490408678236165,4.418840607796598,2
12380,104,2724.81,22,4.653960350157523,7.910520910634419,3.1354942159291497,1
12381,87,1845.3100000000006,5,4.477336814478207,7.520944331624912,1.791759469228055,1
12383,99,1850.5599999999997,185,4.605170185988092,7.523783805985769,5.225746673713202,2
12384,27,585.2700000000001,29,3.332204510175204,6.373780434317174,3.4011973816621555,3
12386,10,401.90000000000003,338,2.3978952727983707,5.998688392197302,5.82600010738045,0
12388,100,2780.6600000000003,16,4.61512051684126,7.930803150780257,2.833213344056216,1
12390,32,549.8399999999999,80,3.4965075614664802,6.311444385858925,4.394449154672439,2
12391,93,439.65999999999997,22,4.543294782270004,6.0882736030360425,3.1354942159291497,3
12393,64,1582.6000000000004,73,4.174387269895637,7.3674560152319755,4.30406509320417,2
12394,27,1272.48,64,3.332204510175204,7.149508589545504,4.174387269895637,2
12395,156,3018.6299999999987,20,5.056245805348308,8.012889586306857,3.044522437723423,1
12397,126,2409.9000000000005,36,4.844187086458591,7.7877554007552545,3.6109179126442243,2
12398,85,1635.6599999999999,46,4.454347296253507,7.4004128587924045,3.8501476017100584,2
12399,59,1108.65,120,4.0943445622221,7.011799929268738,4.795790545596741,2
12401,5,84.3,304,1.791759469228055,4.446174454497633,5.720311776607412,0
12402,11,225.6,324,2.4849066497880004,5.423186348593906,5.783825182329737,0
12403,5,427.7,50,1.791759469228055,6.0607573736039315,3.9318256327243257,0
12405,54,1710.3900000000006,149,4.007333185232471,7.445061184797549,5.0106352940962555,2
12406,105,3415.300000000001,23,4.663439094112067,8.136313373066384,3.1780538303479458,1
12407,77,1708.1199999999997,50,4.356708826689592,7.4437338971514055,3.9318256327243257,2
12408,105,2888.5500000000006,33,4.663439094112067,7.968856059639959,3.5263605246161616,2
12409,109,11072.670000000002,79,4.700480365792417,9.312325497408466,4.382026634673881,2
12410,26,693.3299999999999,309,3.295836866004329,6.542947351813216,5.736572297479192,0
12412,61,1226.8799999999999,75,4.127134385045092,7.1130443840624835,4.330733340286331,2
12413,38,758.0999999999999,67,3.6635616461296463,6.632133521022722,4.219507705176107,2
12414,18,562.41,218,2.9444389791664403,6.334007604663525,5.389071729816501,0
12415,716,124914.52999999975,25,6.57507584059962,11.735393027855732,3.258096538021482,1
12417,192,3649.1,4,5.262690188904886,8.202509843461513,1.6094379124341003,1
12418,34,668.5799999999997,113,3.5553480614894135,6.5066506501509345,4.736198448394496,2
12420,29,600.3900000000001,64,3.4011973816621555,6.399243642547877,4.174387269895637,2
12421,45,807.0400000000002,16,3.828641396489095,6.694611562246261,2.833213344056216,3
12422,39,803.5599999999998,96,3.6888794541139363,6.690295544136225,4.574710978503383,2
12423,125,1859.3100000000002,1,4.836281906951478,7.528498419486568,0.6931471805599453,1
12424,30,1760.9599999999998,163,3.4339872044851463,7.474182104762846,5.099866427824199,2
12425,36,777.1999999999999,79,3.6109179126442243,6.6569835605504535,4.382026634673881,2
12426,30,582.7299999999999,195,3.4339872044851463,6.369438547154207,5.278114659230517,0
12427,31,825.8000000000002,22,3.4657359027997265,6.717562827807614,3.1354942159291497,3
12428,294,7956.460000000004,26,5.68697535633982,8.981865132439248,3.295836866004329,1
12429,97,3750.400000000001,10,4.584967478670572,8.229884382626242,2.3978952727983707,1
12430,11,256.4,44,2.4849066497880004,5.5506312951620265,3.8066624897703196,0
12431,235,6419.949999999999,36,5.4638318050256105,8.767321360814657,3.6109179126442243,1
12432,108,5059.3200000000015,43,4.6913478822291435,8.529185001388596,3.784189633918261,1
12433,420,13375.869999999992,1,6.042632833682381,9.50128237507538,0.6931471805599453,1
12434,50,806.14,85,3.9318256327243257,6.6934971352559,4.454347296253507,2
12435,36,7829.889999999998,80,3.6109179126442243,8.965831447914955,4.394449154672439,2
12436,16,509.01000000000005,100,2.833213344056216,6.234430333369278,4.61512051684126,0
12437,200,4951.409999999997,2,5.303304908059076,8.5076296057675,1.0986122886681098,1
12438,98,2906.8500000000004,15,4.59511985013459,7.9751692554798295,2.772588722239781,1
12441,11,173.55,367,2.4849066497880004,5.162211233551045,5.908082938168931,0
12442,12,172.06,4,2.5649493574615367,5.153638355178593,1.6094379124341003,3
12444,177,5005.46,22,5.181783550292085,8.518484357502437,3.1354942159291497,1
12445,4,133.4,23,1.6094379124341003,4.900820428089049,3.1780538303479458,0
12446,58,1002.3099999999998,58,4.07753744390572,6.9110598129904375,4.07753744390572,2
12447,26,476.49,244,3.295836866004329,6.168543217293113,5.501258210544727,0
12448,22,449.4500000000001,45,3.1354942159291497,6.110247083097449,3.828641396489095,3
12449,191,4067.2900000000013,23,5.2574953720277815,8.310978042729836,3.1780538303479458,1
12450,8,197.88,157,2.1972245773362196,5.292701627762401,5.062595033026967,0
12451,354,9035.519999999999,11,5.872117789475416,9.109029423519523,2.4849066497880004,1
12452,22,430.57000000000005,17,3.1354942159291497,6.067429722163682,2.8903717578961645,3
12453,43,707.0899999999999,135,3.784189633918261,6.562571204258897,4.912654885736052,2
12454,15,3528.34,57,2.772588722239781,8.168866163607964,4.060443010546419,2
12455,90,2466.859999999997,74,4.51085950651685,7.811106657322288,4.31748811353631,2
12456,125,3181.039999999998,45,4.836281906951478,8.065277779528966,3.828641396489095,2
12457,63,2363.2299999999996,67,4.1588830833596715,7.768207666517554,4.219507705176107,2
12458,38,947.4000000000001,72,3.6635616461296463,6.854776354191251,4.290459441148391,2
12461,35,826.8800000000001,95,3.58351893845611,6.718868216346018,4.564348191467836,2
12462,62,1189.5900000000001,19,4.143134726391533,7.082204261557526,2.995732273553991,2
